# NFAP Frequency Allocation Data
# Source: Indian Frequency Allocation Chart
# Country: India
# Last Updated: 2025-01-01
""
Band Name,Band Start Freq (Hz),Band End Freq (Hz),Allocation Start Freq (Hz),Allocation End Freq (Hz),Frequency Range (Readable),Service,Priority,Usage,Amateur Band,Level,Region Specific
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,RADIOLOCATION,primary,Radar and location services,,ALLOCATIONS,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,RADIOLOCATION,primary,Radar and location services,,Aeronautical   Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,AMATEUR,primary,Amateur radio services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,BROADCASTING,primary,Broadcasting services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,RADIOLOCATION,primary,Radar and location services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,BROADCASTING,primary,Broadcasting services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,BROADCASTING,primary,Broadcasting services,,5.238   5.240   Ind 20   Ind 21,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,Aeronautical,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,RADIOLOCATION,primary,Radar and location services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,RADIOLOCATION,primary,Radar and location services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,IND,primary,Ind,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,FIXED,primary,Point-to-point communication,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,Radionavigation,
VHF - Very High Frequency (216-267 MHz),216000000,267000000,216000000,267000000,216.000 MHz - 267.000 MHz,MOBILE,primary,Mobile communication services,,Radionavigation,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,SPACE OPERATION,secondary,Space Operation,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,SPACE OPERATION,secondary,Space Operation,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,SPACE OPERATION,secondary,Space Operation,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,SPACE OPERATION,secondary,Space Operation,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE-SATELLITE 5.255,secondary,Mobile satellite services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE-SATELLITE 5.255,secondary,Mobile satellite services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (267 MHz - 0 GHz),267000000,328600000,267000000,328600000,267.000 MHz - 328.600 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,IND,primary,Ind,,Aeronautical Radionavigation   5.258,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,FIXED,primary,Point-to-point communication,,Aeronautical Radionavigation   5.258,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,FIXED,primary,Point-to-point communication,,Aeronautical Radionavigation   5.258,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE,primary,Mobile communication services,,Aeronautical Radionavigation   5.258,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE   IND IND,primary,Mobile communication services,,Aeronautical Radionavigation   5.258,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,FIXED,primary,Point-to-point communication,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,FIXED,primary,Point-to-point communication,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE,primary,Mobile communication services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE   IND,primary,Mobile communication services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE-SATELLITE 5.208B 5.255,secondary,Mobile satellite services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE-SATELLITE 5.208B,secondary,Mobile satellite services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,FIXED,primary,Point-to-point communication,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,FIXED,primary,Point-to-point communication,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE,primary,Mobile communication services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE   IND IND,primary,Mobile communication services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE-SATELLITE 5.220 5.260B,secondary,Mobile satellite services,,5.254   Ind 22,
UHF - Ultra High Frequency (328 MHz - 0 GHz),328600000,400150000,328600000,400150000,328.600 MHz - 400.150 MHz,MOBILE-SATELLITE 5.220,secondary,Mobile satellite services,,5.254   Ind 22,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,MOBILE-SATELLITE 5.208B,secondary,Mobile satellite services,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,SPACE RESEARCH,secondary,Space Research,,5.208B   5.209,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,SPACE RESEARCH,secondary,Space Research,,5.208B   5.209,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,SPACE OPERATION,secondary,Space Operation,,5.208B   5.209,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,SPACE OPERATION,secondary,Space Operation,,5.208B   5.209,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,SPACE OPERATION,secondary,Space Operation,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,SPACE OPERATION,secondary,Space Operation,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.264A   5.264B,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,METEOROLOGICAL-SATELLITE,secondary,Meteorological-Satellite,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
UHF - Ultra High Frequency (400 MHz - 0 GHz),400150000,406100000,400150000,406100000,400.150 MHz - 406.100 MHz,FIXED,primary,Point-to-point communication,,Meteorological Aids,
